listing_id,host_name,last_review,description,room_type,price/usd,boroughs,neighbourhood
30527466,Helen,2019-07-07,Cozy Quiet Studio Right off Time Square,Entire home/apt,189,Manhattan,Hell's Kitchen
30527535,Jimmy,2019-06-30,Spacious & Cozy Master BR - Nearby Prospect Park,Private room,55,Brooklyn,Prospect-Lefferts Gardens
30527900,Andrea,2019-04-20,Amazing large 1BR Brand New quiet moderm Charm!!!!,Entire home/apt,200,Manhattan,Kips Bay
30528438,Ish,2019-06-08,Spacious one bedroom apartment - Brooklyn,Entire home/apt,52,Brooklyn,Crown Heights
30528551,Maria,2019-04-25,Luxury penthouse,Entire home/apt,400,Brooklyn,Sheepshead Bay
30528692,Dannie,2019-05-26,Real New York Experience! Pvt 1 bedroom apt in UES,Entire home/apt,102,Manhattan,Upper East Side
30530151,Sl,2019-06-06,Brand new luxurious apartment in SoHo!,Entire home/apt,390,Manhattan,NoHo
30530758,Bryson,2019-06-23,"Centrally located Brooklyn 4br, Stunning Skyline",Entire home/apt,450,Brooklyn,Bedford-Stuyvesant
30531246,Vanessa,2019-04-05,"Luxury Apt, 1 BR, Stainless Steel Appliances",Entire home/apt,90,Brooklyn,Williamsburg
30531953,Novo,2019-04-04,SUPERIOR KING ROOM -PRIME WILLIAMSBURG,Private room,295,Brooklyn,Williamsburg
30533273,Margarita,2019-04-20,Your own little apartment in New York,Entire home/apt,55,Manhattan,Washington Heights
30535751,Miriam,2019-06-24,Townhouse for 12 close to the city & w free gym,Entire home/apt,325,Brooklyn,Bushwick
30535813,Ley,2019-06-28,Cozy room in heart of NYC,Private room,135,Manhattan,Upper East Side
30536087,Gabriel,2019-06-07,Time Square South Deluxe King Room,Private room,179,Manhattan,Hell's Kitchen
30536585,Reuben,2019-07-01,"Bright, spacious en-suite room in co-living house",Private room,80,Brooklyn,Crown Heights
30537134,Vicky,2019-06-24,Flushing downtown  luxury suite,Private room,80,Queens,Flushing
30537849,Michele,2019-06-11,NEW GARDEN APT IN THE HEART OF PARK SLOPE,Entire home/apt,211,Brooklyn,Park Slope
30539227,Tussan,2019-07-06,NEWLY AVAILABLE  - Just TWO BLOCKS away from LGA,Private room,75,Queens,East Elmhurst
30539307,Paul,2019-07-07,Cozy 1Bedroom Loft Style living (The entire Floor),Entire home/apt,150,Brooklyn,Bedford-Stuyvesant
30540323,Justin,2019-01-03,NYC East Village Doorman Unit with Private Rooftop,Entire home/apt,240,Manhattan,East Village
30541439,Perrine,2019-01-02,Brooklyn room with Empire State building view,Private room,99,Brooklyn,Bedford-Stuyvesant
30546334,Kazuya,2019-03-31,Renovated. Nice & clean 1/F RM in BK. Superhost!,Private room,41,Brooklyn,Bushwick
30547975,Heather,2019-07-07,GARDEN APARTMENT IN CLINTON HILL,Entire home/apt,125,Brooklyn,Clinton Hill
30548591,Abby,2019-02-15,FEMALE SHARED ROOM3 Single Beds Near Subway-3,Shared room,29,Brooklyn,Coney Island
30551807,Alexandra,2019-03-23,Bedford Ave Apartment,Entire home/apt,115,Brooklyn,Greenpoint
30552204,Todd,2019-06-19,Bright Luxe Williamsburg Home - 4br 2ba,Entire home/apt,392,Brooklyn,Williamsburg
30552566,Kat,2019-07-06,"Spacious King Bedroom in Downtown, NY",Private room,125,Manhattan,East Village
30552680,Karim,2019-04-19,HUGE DESIGNER SOHO LOFT,Entire home/apt,950,Manhattan,SoHo
30552921,Jona,2019-06-21,"Dreamy Brooklyn 3br, sleeps many! ~*Must See*~",Entire home/apt,360,Brooklyn,Bedford-Stuyvesant
30554355,Kimberly,2019-02-17,All You Need- Cozy East Village 1 BD Apt.,Entire home/apt,175,Manhattan,East Village
30554810,Iryna,2019-01-01,Railroad 2 bdr apartment,Entire home/apt,90,Manhattan,East Harlem
30554915,Fatima,2019-06-25,Clean & Spacious Private Bedroom 2 min. to Subway,Private room,95,Manhattan,East Harlem
30555359,Melly,2019-05-25,YOUR BROOKLYN HOME!  COZY + COMFY + CONVENIENT!B/2,Private room,50,Brooklyn,Bedford-Stuyvesant
30555709,Jose,2019-01-20,Spacious Sanctuary -Great Neighborhood/City Center,Entire home/apt,150,Manhattan,Midtown
30555898,Leo,2019-01-01,"Nice, Clean and quiet place in Williamsburg",Private room,100,Brooklyn,Williamsburg
30556230,Melly,2019-05-18,THE BEST LOCATION TO EXPERIENCE NYC!  B/3,Private room,59,Brooklyn,Bedford-Stuyvesant
30557081,Melly,2019-07-04,SUPER LOCATION + OVERSIZED SUNLIT ROOM!   R/4,Private room,60,Brooklyn,Bedford-Stuyvesant
30557292,Melly,2019-01-03,TRAVELERS + STUDENTS + NYC LOVERS WELCOME! L/1,Private room,48,Brooklyn,Bedford-Stuyvesant
30557658,Melly,2019-04-27,SERENE ESCAPE IN THE BUSY CITY!  L/3,Private room,48,Brooklyn,Bedford-Stuyvesant
30557920,Olga,2019-06-30,Great studio with beautiful backyard,Entire home/apt,69,Brooklyn,Sheepshead Bay
30558005,Matthew,2019-01-01,Penthouse apartment in the heart of Williamsburg,Private room,70,Brooklyn,Williamsburg
30558097,Neil,2019-01-01,Warm Cozy Apt in Brooklyn,Private room,120,Brooklyn,Bedford-Stuyvesant
30558219,Dania,2019-06-17,Master bedroom w/priv bathroom in heart of BedStuy,Private room,90,Brooklyn,Bedford-Stuyvesant
30558568,Melly,2019-05-03,ALL YOU COULD WANT FOR YOUR STAY IN BK!  L/4,Private room,40,Brooklyn,Bedford-Stuyvesant
30558682,Olly,2019-06-17,Cutepraise home in queens,Private room,60,Queens,St. Albans
30559387,明凤,2019-06-30,Brooklyn 1 room,Private room,45,Brooklyn,Bensonhurst
30559544,Mikael,2019-03-11,Cozy Home,Entire home/apt,150,Brooklyn,Williamsburg
30561213,Melly,2019-05-21,EXPERIENCE COLORFUL NYC IN THE BEST LOCATION! R/1,Private room,48,Brooklyn,Bedford-Stuyvesant
30561958,Martha Nicole,2019-01-27,Vibey Artist Studio - Heart of Lower East Side,Entire home/apt,99,Manhattan,Lower East Side
30562291,Richard,2019-07-01,Best Location in Luxury Building near Times Square,Private room,94,Manhattan,Midtown
30562328,Jessica,2019-07-03,Large Room 11minutes to Manhattan NYC at Safe area,Private room,55,Queens,Woodside
30562364,Anne,2019-01-01,"Stunning 2,000 sq ft 2BR in Williamsburg",Entire home/apt,520,Brooklyn,Williamsburg
30562589,Toma,2019-01-28,Gut renovated one bedroom in Brooklyn!,Entire home/apt,70,Brooklyn,East Flatbush
30565063,Bárbara,2019-01-01,Private Bedroom on Newly Renovated Apartment,Private room,55,Brooklyn,Bushwick
30565107,Jeniffer,2019-06-23,Quiet but close to Main Street.Flushing Chinatown,Shared room,49,Queens,Flushing
30565284,Fran,2019-06-09,Great for family/friends! 2 bdrm duplex sleeps 6!,Entire home/apt,135,Queens,Rosedale
30566910,Kim,2019-05-27,Spacious East Village Zen Den,Entire home/apt,110,Manhattan,East Village
30567047,Melly,2019-05-25,WELCOME TRAVELERS AND NYC LOVERS!  R/2,Private room,40,Brooklyn,Bedford-Stuyvesant
30567265,Jessica,2019-01-02,A gem in Bushwick,Private room,65,Queens,Ridgewood
30567765,George,2019-05-19,"Bedstuy is the best, where I rest my chest",Entire home/apt,150,Brooklyn,Bedford-Stuyvesant
30567827,Jeniffer,2019-05-19,2 blocks to Main Street Flushing Chinatown NY,Private room,60,Queens,Flushing
30568497,Linda,2019-06-19,Comfy Haven,Entire home/apt,195,Manhattan,Upper West Side
30570178,Melly,2019-05-12,CHEERFUL RM IN BROOKLYN! EASY ACCESS TO TRAIN! R3,Private room,45,Brooklyn,Bedford-Stuyvesant
30570449,Melly,2019-01-16,PEACEFUL ESCAPE FROM THE BUSY CITY!  L/2,Private room,45,Brooklyn,Bedford-Stuyvesant
30570943,Andrew,2019-06-11,SUMMER 50% OFF SALE - 4 Min Walk to Times Square,Entire home/apt,240,Manhattan,Hell's Kitchen
30574688,Yukee,2019-04-23,Modern&pretty 3-B apt near everything you want!!!,Entire home/apt,199,Manhattan,Upper West Side
30574764,Kazuya,2019-05-12,"Lovely, Convenient & Renovated Bushwick BK Room.",Private room,35,Brooklyn,Bushwick
30577164,John,2019-05-03,Comfort zone,Private room,57,Brooklyn,East New York
30577273,Kazuya,2019-06-08,A safe room to stay in Manhattan. Clean & sunny.,Private room,31,Manhattan,Harlem
30578526,Tj,2019-07-06,Summertime in Brooklyn‚Äôs Bedford‚ÄìStuyvesant,Private room,65,Brooklyn,Bedford-Stuyvesant
30578954,Christina,2019-02-28,Beautiful Master Bedroom & Private Bath,Private room,36,Brooklyn,East New York
30580115,Nicole,2019-06-09,Spacious artsy private bedroom,Private room,150,Manhattan,Lower East Side
30580668,Ian,2019-04-27,Clinton Hill Studio,Entire home/apt,120,Brooklyn,Clinton Hill
30580793,Alexandra-Katherine,2019-07-06,Beautifully Renovated Mid Century Modern Bedroom,Private room,150,Manhattan,Lower East Side
30582854,Jimmy,2019-06-27,Cozy Private Room w/ Full Bed - Perfect for Travel,Private room,55,Brooklyn,Prospect-Lefferts Gardens
30584054,Kate,2019-02-22,Sunny private room in the heart of Brooklyn.,Private room,56,Brooklyn,Kensington
30584271,Sunny,2019-03-21,"SuperBig Beautiful room,clean manhattan 30min.",Private room,43,Brooklyn,East Flatbush
30584721,Mario,2019-05-25,Gorgeous GOOD VIBES One Bedroom in Greenpoint,Entire home/apt,80,Brooklyn,Greenpoint
30585278,Tasha,2019-05-19,"Bright, warm & wonderful bedroom in Greenpoint",Private room,90,Brooklyn,Greenpoint
30585355,Yolanda,2019-01-06,Hollywood Inn,Private room,100,Brooklyn,Crown Heights
30586349,Manny,2019-06-15,Open view on Manhattan,Private room,52,Manhattan,East Harlem
30586563,Liam,2019-06-30,"Charming, Quiet Prewar Apt in Midtown, Manhattan",Entire home/apt,182,Manhattan,Midtown
30587285,Pettrina,2019-01-01,Spice island  nook,Private room,35,Brooklyn,East Flatbush
30587461,Burhan,2019-06-02,Cozy Quaint Modern Garden Apartment,Entire home/apt,349,Brooklyn,Bedford-Stuyvesant
30587740,Faith,2019-06-30,Mogul Hideout 2: Modern Lifestyle 4 min from JFK,Entire home/apt,125,Queens,Laurelton
30588600,Dahilil,2019-05-26,PRIVATE bedroom and bathroom in Upper Manhattan,Private room,100,Manhattan,Harlem
30588659,Carrie & Mick,2019-06-20,"Chic, Contemporary 2br Brooklyn Condo",Entire home/apt,231,Brooklyn,Bushwick
30588681,Gia,2019-06-16,Private Cozy Room at East Village (Manhattan),Private room,69,Manhattan,East Village
30588700,Avihay,2019-01-02,Great unit in prime Williamsburg,Entire home/apt,200,Brooklyn,Williamsburg
30589552,Fatima,2019-06-08,Clean & Spacious Apt. 2 min. to Subway,Entire home/apt,135,Manhattan,East Harlem
30589865,Michael,2019-05-05,VANLIFE in NYC!  Perfect for minimal travelers!,Entire home/apt,120,Brooklyn,Red Hook
30590147,Olivia,2019-01-02,"Williamsburg private, comfy, bright room",Private room,40,Brooklyn,Williamsburg
30590265,Rose,2019-07-01,Charming Private Apartment near Brooklyn Museum1BR,Entire home/apt,125,Brooklyn,Crown Heights
30590337,Antoine,2019-06-30,"Awesome Studio-Apt near Times Square, super quiet",Entire home/apt,199,Manhattan,Hell's Kitchen
30590361,Bedly Bushwick,2019-05-31,"Bright, Spacious, & Cheerful! 5min walk to Metro L",Private room,37,Brooklyn,Bushwick
30590895,Vicky,2019-07-05,Flushing downtown luxury suite,Private room,80,Queens,Flushing
30590921,Smidty,2019-06-26,Feels Like Home Near JFK and LGA,Private room,25,Brooklyn,East New York
30591122,Alisa,2019-05-10,Cosy private bedroom in Williamsburg!,Private room,55,Brooklyn,Williamsburg
30591250,Eve,2019-07-04,"‚òÖBright,Spacious 1BR near Empire State/5th Ave",Entire home/apt,250,Manhattan,Midtown
30591382,Jimmy,2019-06-29,Comfy Room w/ Bunk Bed - Great for Friends!,Private room,55,Brooklyn,Prospect-Lefferts Gardens
30592244,475,2019-06-05,The NYC Quick Stay- Flexible Check-In,Private room,95,Manhattan,Harlem
30592546,Marcelina,2019-06-28,Spacious Bronx apartment near Bronx Zoo,Entire home/apt,40,Bronx,Tremont
30592647,Jimmy,2019-06-17,Private Bedroom w/ Bunk Bed - Great for Friends!,Private room,55,Brooklyn,Prospect-Lefferts Gardens
30593639,Luciana,2019-01-20,Amazing Luxury Loft in Williamsburg,Entire home/apt,190,Brooklyn,Williamsburg
30593915,Vicky,2019-07-07,Flushing downtown luxury suite,Private room,80,Queens,Flushing
30594102,Jimmy,2019-06-04,Comfy Private Room w/ Full Bed - Near Prospect Prk,Private room,55,Brooklyn,Prospect-Lefferts Gardens
30594172,Vicky,2019-06-24,Flushing downtown large single room,Private room,80,Queens,Flushing
30594607,Nicolas,2019-05-07,Cozy Apartment in Hell‚Äôs Kitchen,Private room,160,Manhattan,Hell's Kitchen
30594645,David,2019-06-18,Newly renovated with elevator room 3,Private room,75,Manhattan,Two Bridges
30595611,Jamal,2019-06-29,Home away from Home! 2 Bedroom Apartment.,Entire home/apt,250,Manhattan,Hell's Kitchen
30596759,Javier,2019-07-07,Cozy LES Room,Private room,85,Manhattan,Lower East Side
30596912,Max,2019-02-18,Warm & sweet private bedroom,Private room,120,Manhattan,Upper West Side
30628768,Kazuya,2019-03-01,Affordable room near airport - LGA - and subway!,Private room,36,Queens,Elmhurst
30634438,Tosin,2019-06-23,Charming entire house,Entire home/apt,145,Queens,Far Rockaway
30636732,Andre,2019-07-04,New york Brownstone,Private room,55,Manhattan,Harlem
30640875,Kelsang,2019-01-19,Traditional yet Modern home away from home,Private room,49,Queens,Sunnyside
30642253,Olivia,2019-04-25,1 Bedroom+1 bath in Artsy modern Williamsburg NY,Private room,90,Brooklyn,Williamsburg
30643610,Darlene,2019-05-26,Small clean cosy minimalist FEMALE ONLY -Bushwick,Private room,50,Brooklyn,Bushwick
30644741,Kellie,2019-01-03,Huge master bedroom in prime Financial District,Private room,100,Manhattan,Financial District
30651057,Irina,2019-02-11,Amazing two bedroom with the terrace/73A.,Entire home/apt,190,Manhattan,Hell's Kitchen
30651242,Glenna,2019-05-12,"Modern, Luxury Style, private balcony/City view!",Entire home/apt,150,Brooklyn,Greenpoint
30656450,Rae,2019-06-21,West Village Dream Townhouse,Entire home/apt,500,Manhattan,West Village
30659261,Emily,2019-07-03,Quiet and Spacious South Williamsburg One Bedroom,Entire home/apt,150,Brooklyn,Williamsburg
30661098,Mariana,2019-04-23,Bed-Stuy Gem with Cozy entire floor of Brownstone,Entire home/apt,200,Brooklyn,Bedford-Stuyvesant
30662063,Margaret/Matthew,2019-06-24,‚ÄòAge of Innocence‚Äô | Studio Apartment,Entire home/apt,100,Brooklyn,Park Slope
30662701,Rose,2019-07-03,Cosy private room in luxury condo,Private room,125,Manhattan,Hell's Kitchen
30663416,Jimmy,2019-06-18,Cozy Bedroom w/ Bunk Bed - Private Side Yard!!,Private room,55,Brooklyn,Prospect-Lefferts Gardens
30663568,Daniel,2019-06-18,"Chic, Quiet, Convenient East Village One-Bedroom",Entire home/apt,240,Manhattan,East Village
30666207,Annette,2019-01-05,"Beautiful, unique apartment in Brooklyn Heights",Entire home/apt,140,Brooklyn,Brooklyn Heights
30667058,Brian,2019-06-22,Art Deco Soho Loft,Entire home/apt,250,Manhattan,Nolita
30667695,Anting,2019-06-01,Music Recording Mixing Film Photography Art,Entire home/apt,199,Brooklyn,Greenpoint
30670056,Jamis,2019-03-23,Sunny Williamsburg Loft ‚òÄÔ∏è,Entire home/apt,150,Brooklyn,Williamsburg
30674080,Michel And Antoine,2019-07-01,Beautiful 2-bedroom Apt near Times Square,Entire home/apt,299,Manhattan,Hell's Kitchen
30674177,Lily,2019-04-15,Cozy Brooklyn Studio Apartment!,Entire home/apt,85,Brooklyn,Crown Heights
30674463,Ned,2019-04-08,Prime Location Affordable 2 Bedrooms,Entire home/apt,152,Manhattan,Midtown
30675435,Hudson River Hotel,2019-05-28,NY TIME SQUARE DOUBLE ROOM,Private room,209,Manhattan,Hell's Kitchen
30675713,Micah,2019-02-17,"Modern Studio in Heart of Crown Heights, Brooklyn",Entire home/apt,100,Brooklyn,Crown Heights
30676471,Gianluca,2019-06-05,Sofa-Bed in a modern and cozy apartment in Harlem,Shared room,45,Manhattan,Harlem
30676672,Samantha,2019-06-30,New York City cozy creative,Private room,96,Manhattan,Upper East Side
30676992,Jocelyn,2019-05-27,ENTIRE bushwick studio,Entire home/apt,100,Brooklyn,Bushwick
30677069,Tussan,2019-07-03,NEWLY AVAILABLE Private Room only 2 BLOCKS off-LGA,Private room,51,Queens,East Elmhurst
30677218,Danielle,2019-01-02,Luxury Chelsea 1 bed full service with balconies,Entire home/apt,300,Manhattan,Chelsea
30677287,Matthew,2019-05-20,Comfortable one bedroom in heart of Midtown,Entire home/apt,120,Manhattan,Hell's Kitchen
30677434,Claudia And Luis,2019-07-07,Private ROOM in a GROUND FLOOR apt w/Parking,Private room,85,Queens,Flushing
30681498,Henry,2019-07-03,Private Entire Studio 10min to LGA! ÂÖ®Áã¨Á´ãÂ•óÊàøÂçÅÂàÜÈíüÊ≥ïÊãâÁõõ‰∏≠ÂøÉ,Entire home/apt,65,Queens,College Point
30685679,Tanya,2019-07-06,Home in NYC 1 BR Apartment Midtown Retreat,Entire home/apt,165,Manhattan,Hell's Kitchen
30685991,Nathan,2019-03-25,Sunny Spacious New Brooklyn Condo,Entire home/apt,200,Brooklyn,Greenpoint
30686870,Sara,2019-07-07,Large bedroom,Private room,60,Brooklyn,Kensington
30686973,Linda,2019-07-03,Tranquil oasis in the fast pace of NYC,Private room,175,Manhattan,Lower East Side
30687126,Sifan,2019-06-30,Cheap good double bed in living room-30min to Man,Shared room,34,Queens,Rego Park
30688108,Adrien,2019-06-22,NEW - Manhattan - Private room near Central Park,Private room,79,Manhattan,East Harlem
30688314,Orlando,2019-06-22,"Centrally located, modern, pleasant 1BR apartment",Entire home/apt,95,Queens,Elmhurst
30688621,Nelmir,2019-06-24,A Little Sanctuary,Entire home/apt,80,Brooklyn,Crown Heights
30688867,Marnie,2019-06-02,"Artistic, Cozy Space in Convenient Williamsburg",Shared room,70,Brooklyn,Williamsburg
30689529,Jasmine,2019-06-09,Privately located 2 BR Apt! Soho!,Entire home/apt,240,Manhattan,SoHo
30689655,Max,2019-04-30,Light Drenched Brooklyn Haven,Entire home/apt,100,Brooklyn,Park Slope
30690149,Allie,2019-03-11,Upscale Artsy Apartment in Brooklyn - Free Parking,Entire home/apt,100,Brooklyn,Crown Heights
30690804,Ali,2019-02-24,Cosy APt,Entire home/apt,120,Manhattan,Upper East Side
30691484,Franklyn,2019-07-02,Luxury in Brooklyn,Entire home/apt,200,Brooklyn,Bushwick
30691909,Nick,2019-02-21,Spacious 1 BR Home in Hell's Kitchen,Entire home/apt,172,Manhattan,Hell's Kitchen
30691956,Drew,2019-05-24,Modern Room in LuxuryApt overlooking LIC&Manhattan,Private room,68,Queens,Long Island City
30692023,Azu,2019-07-04,Sunny bedroom in a spacious loft/apt in Bushwick!,Private room,75,Brooklyn,Williamsburg
30692246,Aimar,2019-07-07,Private room 1 block from M train in Ridgewood,Private room,55,Queens,Ridgewood
30692398,Aurélie,2019-01-03,Large bright room in the heart of Bushwick,Private room,50,Brooklyn,Bushwick
30692462,Cameron,2019-01-02,Bright 2-bedroom in Brooklyn,Entire home/apt,125,Brooklyn,Bedford-Stuyvesant
30694626,Max,2019-06-02,Clinton Hill Quiet stylish 2 bedroom,Entire home/apt,160,Brooklyn,Bedford-Stuyvesant
30694693,Huma,2019-03-01,"Gorgeous Hideout, Close to Everything.",Private room,60,Queens,Woodhaven
30694768,Walkiria,2019-06-26,A Relaxing Place in Inwood,Private room,65,Manhattan,Inwood
30694839,Bree,2019-05-19,Brand new beautiful apartment in Williamsburg!,Private room,75,Brooklyn,Williamsburg
30694973,Kazuya,2019-05-31,Door man condo near 61st St station,Private room,61,Queens,Woodside
30695144,Juan Carlos,2019-05-26,Williamsburg Studio,Entire home/apt,150,Brooklyn,Williamsburg
30695780,Danielle,2019-07-01,Heart of Upper East Side Home w/ washer-dryer,Private room,125,Manhattan,Upper East Side
30696051,Sanny,2019-07-06,Modern Spacious Studio just 1 min To Bus Stop,Entire home/apt,99,Queens,Glendale
30697032,Erik,2019-07-02,A Quiet Room in Greenpoint,Private room,75,Brooklyn,Greenpoint
30697207,Chris,2019-05-25,"Great room and friendly environment in Astoria, NY",Private room,70,Queens,Ditmars Steinway
30697483,David,2019-06-23,Newly renovated with elevator room 2,Private room,55,Manhattan,Two Bridges
30700892,Maxime C/Armande C,2019-06-24,MILES DAVIS BIG BEAUTIFUL BEDROOM,Private room,90,Manhattan,East Harlem
30701853,Kayla,2019-06-30,"Room in Charming, Plant-filled Brooklyn Apartment",Private room,65,Brooklyn,Gowanus
30702161,Maxime C/Armande C,2019-06-24,JIMI HENDRIX BIG BEAUTIFUL BEDROOM,Private room,90,Manhattan,East Harlem
30704068,Celia,2019-06-30,Garden Apartment - Cozy renovated 1BDR,Entire home/apt,99,Brooklyn,Clinton Hill
30704165,Alaz,2019-06-26,Entire Apt for 9Guests near Subway-20mins Times Sq,Entire home/apt,100,Queens,Ditmars Steinway
30705353,Steve,2019-07-01,Modern Brooklyn Brownstone Garden Apartment,Entire home/apt,140,Brooklyn,Bedford-Stuyvesant
30705522,Zach,2019-01-26,Great East Village/Alphabet City Apt!,Private room,49,Manhattan,East Village
30706240,Juanita,2019-01-11,Cozy New York Apartment. Amazing Location!,Entire home/apt,150,Manhattan,Harlem
30706259,Delia,2019-07-06,Fully Renovated East Village Oasis,Entire home/apt,285,Manhattan,East Village
30706271,Rebecca,2019-04-02,Giant Duplex with Backyard 20 Mins to Manhattan!,Entire home/apt,150,Queens,Ditmars Steinway
30706817,Dave,2019-06-05,Large Sunny 2 Bedrooms in Manhattan-Steps2Subway,Private room,89,Manhattan,East Harlem
30707567,Dina,2019-06-22,"Sunny, plant-filled & quiet Washington Heights apt",Private room,75,Manhattan,Washington Heights
30707586,Tatiana,2019-03-10,Very cozy apartment in Brooklyn.,Entire home/apt,75,Brooklyn,Midwood
30708251,Courtney,2019-06-02,Prime Williamsburg water front modern one-bed,Entire home/apt,99,Brooklyn,Williamsburg
30708308,Annette,2019-05-28,Garden Apartment /Mingle and Jingle Fun Host,Private room,65,Manhattan,Harlem
30708899,Warren,2019-06-23,‚òÜCozy bedroom in Midtown | 1min to 4 subway lines‚òÜ,Private room,133,Manhattan,Chelsea
30709202,Warren,2019-06-28,"‚òÜCharming bedroom, 5min to Empire State Building‚òÜ",Private room,130,Manhattan,Chelsea
30709893,Ed,2019-07-05,‚ú®PRIVATE Bathroom - Midtown | 5 min Grand Central‚ú®,Private room,172,Manhattan,Midtown
30710247,Shane & Shreshth,2019-06-23,Cozy Sunny Private Room in Spacious 2-Bedroom,Private room,40,Brooklyn,Bedford-Stuyvesant
30710264,Nicole,2019-07-06,Pleasant Upper West Side Studio,Entire home/apt,100,Manhattan,Upper West Side
30710325,Grant,2019-01-01,Huge Room in Trendy East Williamsburg,Private room,80,Brooklyn,Williamsburg
30710462,Liz,2019-06-02,Pop Fashion Studio,Entire home/apt,93,Brooklyn,Bushwick
30710954,Daniel,2019-01-31,Serene Brooklyn Brownstone Gem,Entire home/apt,100,Brooklyn,Gowanus
30711544,Corey,2019-06-30,"Entire Place *NEW APT - NYC, LGA, Flushing Meadows",Entire home/apt,299,Queens,Elmhurst
30712164,Chantel,2019-07-04,The Bronx's Oasis,Entire home/apt,69,Bronx,Mount Hope
30712281,Anastasia,2019-07-05,Beautiful apartment near the city and the beach!!,Entire home/apt,110,Brooklyn,Sheepshead Bay
30712349,Susy,2019-07-02,Artist's Creative Loft Photo Studio-2 Bed + Office,Entire home/apt,120,Brooklyn,Williamsburg
30712446,Sini,2019-01-04,Beautiful Luxury Building Studio Apartment,Entire home/apt,120,Brooklyn,Fort Greene
30712669,Matheus,2019-06-20,Safe perfect location heart of east village,Entire home/apt,250,Manhattan,East Village
30712682,Nana,2019-06-09,A whimsical stay in the heart of Bushwick,Entire home/apt,130,Brooklyn,Bushwick
30713613,Samanta,2019-07-07,"Artsy duplex for 6, close to US Open & Manhattan",Entire home/apt,179,Queens,Astoria
30713926,Peter,2019-07-05,Bright Brooklyn One Bedroom,Entire home/apt,90,Brooklyn,Clinton Hill
30714036,Kelly,2019-07-02,Warm & Welcoming Home for You - Crown Heights,Private room,500,Brooklyn,Crown Heights
30714312,Keith,2019-06-11,Clean 2 bedroom home in a safe area near Manhattan,Private room,60,Queens,Sunnyside
30715104,Claudia,2019-01-17,1bdr apt. with Manhattan skyline view (long term),Entire home/apt,110,Brooklyn,Bushwick
30716192,Laura,2019-05-17,"NYUW05-1: Cozy room, Park, Columbia university.",Private room,70,Manhattan,Upper West Side
30716880,Patrick,2019-07-01,"Prime area locate in Little Italy, Nolita, Soho.",Entire home/apt,228,Manhattan,Nolita
30717174,Andrea,2019-03-25,E20's- Charm and modern Elevator studio- Quiet,Entire home/apt,150,Manhattan,Kips Bay
30717311,Sara,2019-07-01,Tiny studio in best neighborhood in NYC!,Entire home/apt,154,Manhattan,West Village
30717487,Thibaut,2019-05-19,Charming Williamsburg Loft - 1 BR,Entire home/apt,179,Brooklyn,Greenpoint
30717527,Eli,2019-06-15,"Two bedroom apartment, one stop from Manhattan",Entire home/apt,283,Queens,Long Island City
30717533,Robert,2019-06-13,Large Private Room in Crown Heights BK,Private room,45,Brooklyn,Crown Heights
30718403,Xie,2019-06-29,Local Paradise,Private room,69,Brooklyn,Flatlands
30720530,Kazuya,2019-06-17,Furnished & Renovated. An Astoria NY RM w/ Appeal!,Private room,39,Queens,Astoria
30723941,Lisa,2019-05-21,Cute 1 BR on Gramercy (Min 30 Days),Entire home/apt,150,Manhattan,Kips Bay
30728438,Julio,2019-05-18,"Relax, easy commute to the city",Private room,62,Queens,Jackson Heights
30728885,Michael,2019-01-18,Private room,Private room,180,Manhattan,Financial District
30728947,Mansi,2019-06-11,Brooklyn Home with a View,Entire home/apt,145,Brooklyn,South Slope
30730521,Elena,2019-01-07,Luxury Apartment on Madison Avenue,Entire home/apt,200,Manhattan,Upper East Side
30731628,Jessica,2019-06-25,Three Bed-Room in Borough Park,Entire home/apt,110,Brooklyn,Borough Park
30731674,Oleg,2019-04-20,Spacious studio in the heart of NYC,Entire home/apt,225,Manhattan,Midtown
30732728,Yuliya,2019-02-08,"Luxury apartment, for single! near Central Park",Entire home/apt,200,Manhattan,Upper East Side
30732895,Tina,2019-06-15,Spacious Room w/Comfy Queen Bed. Central Location!,Private room,70,Brooklyn,Crown Heights
30733035,Jennifer,2019-06-23,Bright serene 2-bedroom in Harlem,Entire home/apt,150,Manhattan,Harlem
30733474,475,2019-06-16,Flex Chk In Times - NYC Quick Stay,Private room,95,Manhattan,Harlem
30733576,Madison,2019-03-02,king size bed in hip LES -subway outside,Private room,80,Manhattan,Lower East Side
30734595,Diego,2019-01-07,Beautiful Park Slope Designer Condo,Entire home/apt,250,Brooklyn,Park Slope
30735151,Jay,2019-06-19,Cozy Private BR - Less Than Five Mins To Subway,Private room,55,Brooklyn,Bedford-Stuyvesant
30735308,Muneeba,2019-06-19,Private 2 BR Apt in heart of South Slope,Entire home/apt,150,Brooklyn,Sunset Park
30735839,Jay,2019-06-23,Comfy & Modern Private Bedroom w/ Bunkbed,Private room,55,Brooklyn,Bedford-Stuyvesant
30736119,Jay,2019-06-15,"Modern and Cozy Private Bedroom in Brooklyn, NY",Private room,55,Brooklyn,Bedford-Stuyvesant
30737105,Sunny,2019-06-05,"Lovely,Cozy,bright,beautiful room **only female**",Private room,35,Brooklyn,East Flatbush
30737182,Luisa,2019-06-23,Central Park Charming Home,Entire home/apt,350,Manhattan,Upper West Side
